param_132,type,is_measured,normal_values,% of normal values,param dist.
3041,AC,1,0.41,48,247
668,AC,0,0.01,48,144
794,AC,0,0.38,7,903
275,AC/DC,0,0.35,21,573
14803,AC,0,0.82,39,582
8590,AC,1,0.16,8,429
54,AC/DC,0,0.49,17,441
17867,AC,1,0.09,33,17
85,AC,0,0.33,19,418
248,AC/DC,0,0.69,19,955
12144,AC,0,0.53,18,294
406,AC/DC,0,0.38,31,21
70,AC/DC,0,0.9,34,13
18004,AC,1,0.47,84,677
237,AC/DC,0,0.76,65,534
5055,AC,1,0.33,67,373
17083,AC,1,0.36,29,472
337,AC,0,0.14,92,339
578,AC/DC,0,0.91,76,467
80,AC/DC,1,0.07,25,751
512,AC/DC,0,0.04,50,804
208,AC/DC,0,0.03,13,190
488,AC/DC,0,0.25,93,13
11947,AC,0,0.41,66,863
325,AC/DC,0,0.78,55,875
810,AC,0,0.67,66,801
584,AC,0,0.68,43,689
175,AC/DC,0,0.9,19,239
92,AC/DC,0,0.24,66,884
358,AC/DC,0,0.88,12,164
1359,AC,0,0.82,17,806
73,AC/DC,1,0.81,44,691
13202,AC,1,0.04,96,668
510,AC/DC,0,0.91,24,355
428,AC/DC,0,0.12,95,349
87,AC,1,0.49,99,406
10017,AC,1,0.95,56,107
1,AC/DC,0,0.76,4,205
14193,AC,1,0.3,36,288
18640,AC,1,1.0,74,123
12,AC/DC,0,0.89,71,997
903,AC/DC,0,0.38,7,832
984,AC/DC,0,0.23,20,946
900,AC/DC,0,0.11,47,190
595,AC/DC,0,0.85,92,201
497,AC/DC,0,0.1,70,4
7342,AC,1,0.73,67,533
946,AC/DC,0,0.71,54,654
4630,AC,1,0.88,79,546
8894,AC,1,0.68,80,310
644,AC/DC,0,0.05,61,79
143,AC,0,0.34,99,343
667,AC/DC,0,0.95,33,341
3186,AC,1,0.51,68,544
522,AC/DC,0,0.37,65,852
9987,AC,1,0.52,84,392
835,AC/DC,0,0.71,6,851
287,AC/DC,0,0.7,3,620
1099,AC,1,0.9,73,495
341,AC/DC,0,0.39,88,737
2584,AC,1,0.02,0,598
122,AC/DC,0,0.31,89,601
980,AC/DC,0,0.47,88,673
7200,AC,1,0.66,27,662
6,AC/DC,0,0.94,23,369
835,AC/DC,0,0.26,77,983
18279,AC/DC,0,0.29,5,961
376,AC/DC,0,0.38,84,404
148,AC/DC,0,0.47,84,487
867,AC/DC,1,0.09,37,162
990,AC/DC,0,0.27,14,794
13647,AC,1,0.6,13,481
318,AC/DC,0,0.35,63,129
31,AC/DC,1,0.24,54,97
627,AC/DC,0,0.77,63,642
460,AC/DC,0,0.23,52,286
15093,AC,1,0.48,16,566
1114,AC,0,0.3,92,407
348,AC/DC,0,0.64,64,169
262,AC/DC,0,0.6,69,589
11821,AC,1,0.82,76,408
14940,AC,1,0.6,19,806
457,AC/DC,1,0.41,31,342
698,AC/DC,0,0.56,79,3
199,AC/DC,0,0.62,91,154
296,AC/DC,0,0.2,51,430
13973,AC,1,0.34,89,583
7709,AC,1,0.58,68,71
416,AC/DC,0,0.29,44,102
88,AC,0,0.07,91,179
907,AC/DC,0,0.59,91,78
203,AC/DC,1,0.74,96,325
167,AC/DC,0,0.41,77,278
11542,AC,1,0.12,53,668
15207,AC,1,0.4,59,942
601,AC/DC,0,0.76,69,949
864,AC,1,0.96,90,766
3638,AC,1,0.77,99,753
701,AC,1,0.11,90,495
5429,AC/DC,1,0.33,51,372
904,AC/DC,0,0.37,1,55
14067,AC,1,0.26,27,577
2295,AC,1,0.55,14,346
5344,AC,1,0.35,90,406
344,AC/DC,0,0.45,9,320
999,AC/DC,0,0.76,39,617
822,AC/DC,0,0.39,12,556
11375,AC,1,0.91,42,234
919,AC/DC,0,0.42,21,828
758,AC,0,0.92,6,289
463,AC/DC,0,0.04,53,825
174,AC/DC,0,0.09,95,490
2275,AC,1,0.04,79,501
3569,AC,1,1.0,62,625
80,AC/DC,0,0.86,91,563
15558,AC,1,0.09,42,26
11890,AC/DC,1,0.25,53,116
124,AC/DC,0,0.78,42,101
137,AC/DC,1,0.97,42,741
217,AC/DC,0,0.7,96,946
6224,AC,1,0.35,38,854
768,AC/DC,0,0.32,28,38
86,AC/DC,0,0.19,20,588
97,AC/DC,0,0.35,82,966
940,AC/DC,0,0.27,77,259
844,AC/DC,0,0.85,98,419
367,AC/DC,0,0.62,66,185
16890,AC,1,0.28,22,408
791,AC,1,0.29,50,668
1374,AC,1,0.18,18,945
5762,AC/DC,1,0.73,33,730
159,AC/DC,0,0.0,79,646
589,AC/DC,0,0.41,57,558
16636,AC,1,0.8,100,184
4034,AC,1,0.44,56,456
1668,AC,1,0.14,19,65
1097,AC,1,0.27,70,418
9823,AC,1,0.06,82,583
18477,AC,1,0.5,27,91
738,AC/DC,0,0.33,50,256
4634,AC/DC,0,0.53,80,665
104,AC/DC,0,0.75,25,532
2254,AC,1,0.37,83,730
916,AC/DC,0,0.08,38,943
6320,AC,1,0.79,8,724
815,AC/DC,0,0.34,72,810
894,AC/DC,1,0.32,85,505
11,AC/DC,0,0.18,82,928
779,AC/DC,0,0.61,56,160
566,AC/DC,0,0.84,77,28
577,AC,0,0.4,15,416
465,AC/DC,0,0.9,93,174
69,AC/DC,0,0.32,59,466
159,AC/DC,0,0.74,89,583
20,AC/DC,0,0.4,93,618
5920,AC,1,0.94,31,775
15905,AC,1,0.59,26,283
795,AC/DC,0,0.44,91,471
402,AC/DC,0,0.11,37,379
642,AC/DC,0,0.75,7,664
11297,AC/DC,1,0.45,2,708
604,AC/DC,0,0.59,15,16
2214,AC,1,0.78,34,263
836,AC/DC,0,0.05,52,995
147,AC/DC,0,0.72,46,90
3711,AC,1,0.92,29,603
19337,AC,1,0.74,37,497
10022,AC,1,0.43,57,225
8430,AC,1,0.33,61,109
7634,AC,1,0.0,41,174
320,AC/DC,0,0.86,24,199
473,AC/DC,1,0.05,28,25
934,AC/DC,0,0.71,26,695
3449,AC/DC,1,0.48,39,848
438,AC/DC,0,0.64,74,312
59,AC/DC,0,0.62,22,234
722,AC/DC,0,0.8,92,572
1279,AC,1,0.7,77,520
482,AC/DC,1,0.9,98,48
739,AC/DC,0,1.0,87,51
340,AC/DC,0,0.05,23,284
61,AC/DC,0,0.38,24,890
1669,AC,1,0.5,97,651
9498,AC,1,0.87,76,160
6859,AC,1,0.35,59,466
872,AC/DC,0,0.19,84,196
617,AC/DC,0,0.6,58,384
131,AC/DC,0,0.8,18,603
496,AC/DC,1,0.33,50,456
740,AC/DC,0,0.83,19,455
18887,AC/DC,1,0.4,38,967
637,AC/DC,0,0.5,81,565
172,AC/DC,0,0.49,83,31
16833,AC,1,0.76,0,583
17,AC/DC,0,0.71,35,381
255,AC/DC,1,0.98,57,673
262,AC/DC,0,0.62,77,597
8623,AC,0,0.57,48,751
3461,AC,1,0.0,45,794
2376,AC,1,0.97,77,919
10458,AC,1,0.5,62,377
88,AC/DC,0,0.85,9,96
19983,AC,1,0.87,71,598
319,AC,0,0.46,95,320
7302,AC,1,0.0,41,57
458,AC/DC,0,0.22,46,909
955,AC,0,0.95,0,796
4228,AC,1,0.7,24,14
369,AC/DC,1,0.42,92,255
634,AC/DC,0,0.74,83,531
711,AC/DC,0,0.64,26,454
7738,AC/DC,1,0.68,49,781
32,AC/DC,0,0.01,99,192
1,AC/DC,0,0.75,74,83
669,AC/DC,0,0.81,57,369
7044,AC,1,0.17,64,596
14951,AC,0,0.42,63,496
3948,AC,1,0.97,79,106
19601,AC,1,0.09,65,637
13558,AC/DC,1,0.65,61,597
851,AC/DC,1,1.0,54,654
6866,AC,1,0.02,83,587
470,AC/DC,0,0.06,38,181
19598,AC,0,0.36,82,191
624,AC/DC,0,0.9,3,613
8276,AC,1,0.23,14,11
7158,AC,1,0.92,75,273
5807,AC,0,0.86,66,471
4890,AC,1,0.52,2,518
2823,AC,1,0.14,84,685
6789,AC,1,0.33,91,113
117,AC/DC,0,0.87,41,527
4463,AC/DC,1,0.16,5,638
924,AC/DC,0,0.3,55,754
17963,AC,0,0.22,73,342
5336,AC,1,0.73,61,635
10327,AC/DC,1,0.87,10,501
17828,AC,1,0.07,11,298
16268,AC/DC,1,0.84,26,850
248,AC/DC,0,0.66,50,395
503,AC,0,0.55,61,354
3409,AC,1,0.36,34,747
371,AC/DC,0,0.19,94,398
10781,AC,1,0.14,21,248
226,AC/DC,0,0.88,12,219
7384,AC,1,0.83,73,109
370,AC/DC,0,0.31,2,656
11040,AC,1,0.45,44,39
111,AC/DC,1,0.57,65,452
688,AC/DC,0,0.9,35,650
525,AC/DC,0,0.27,93,147
11763,AC,1,0.49,69,477
640,AC/DC,0,0.97,53,708
6770,AC,1,0.2,17,780
202,AC/DC,1,0.77,20,405
850,AC/DC,0,0.04,68,105
11581,AC,1,0.23,76,312
21,AC/DC,0,0.33,76,523
259,AC/DC,0,0.72,95,373
870,AC/DC,0,0.47,66,490
72,AC/DC,0,0.09,62,519
954,AC/DC,0,0.45,13,525
5593,AC,1,0.7,54,965
816,AC/DC,0,0.18,37,628
14466,AC,1,0.6,79,458
884,AC/DC,0,0.87,23,855
799,AC/DC,0,0.81,92,486
351,AC/DC,0,0.21,89,755
1678,AC,1,0.28,77,405
632,AC/DC,0,0.82,72,881
169,AC/DC,0,0.74,11,971
11975,AC,1,0.52,33,795
387,AC/DC,0,0.28,20,732
818,AC/DC,0,0.92,74,258
5254,AC,1,0.75,90,826
778,AC/DC,0,0.15,98,918
17346,AC,1,0.9,20,902
6857,AC,1,0.96,50,97
16418,AC,1,0.01,36,932
646,AC/DC,0,0.54,100,714
673,AC/DC,0,0.85,99,152
765,AC/DC,0,0.29,2,62
12341,AC,1,0.41,58,59
6,AC/DC,0,0.88,87,473
909,AC/DC,0,0.86,59,758
953,AC/DC,0,0.49,58,322
15673,AC,1,0.41,30,921
169,AC/DC,0,0.39,35,905
10169,AC,1,0.21,69,559
888,AC/DC,0,0.59,88,324
464,AC,0,0.08,78,985
397,AC/DC,0,0.33,17,391
14752,AC,1,0.31,63,836
661,AC/DC,0,0.63,2,457
107,AC/DC,0,0.32,80,686
15367,AC,1,0.15,1,815
9085,AC,1,0.28,55,735
299,AC/DC,1,0.49,44,119
149,AC/DC,0,0.12,94,600
3309,AC,1,0.38,8,775
344,AC/DC,0,0.63,84,485
945,AC/DC,0,0.04,37,231
219,AC/DC,0,0.9,67,99
752,AC/DC,0,0.19,21,0
9465,AC,1,0.74,27,920
420,AC/DC,0,0.09,30,514
11494,AC,1,0.33,83,786
9364,AC,1,0.52,53,510
8585,AC,1,0.32,57,791
457,AC/DC,0,0.86,72,93
965,AC/DC,0,0.61,42,830
479,AC/DC,0,0.23,22,19
477,AC,0,0.43,5,593
200,AC/DC,0,0.43,77,398
18535,AC,1,0.0,91,329
458,AC/DC,0,0.11,20,468
978,AC/DC,0,0.74,22,885
6967,AC,1,0.58,87,539
15778,AC,1,0.15,60,56
8969,AC,1,0.95,95,257
567,AC/DC,0,0.37,66,821
90,AC/DC,0,0.71,65,289
87,AC/DC,0,0.08,10,42
957,AC/DC,0,0.4,18,553
18664,AC,1,0.04,13,626
293,AC/DC,1,0.93,10,44
11110,AC,1,0.82,10,752
17163,AC,1,0.15,34,799
274,AC/DC,0,0.26,32,161
869,AC/DC,0,0.17,50,253
321,AC/DC,0,0.49,49,687
6513,AC,1,0.45,77,488
4261,AC,1,0.8,26,846
16388,AC,1,0.3,71,976
8178,AC,1,0.8,11,27
874,AC/DC,0,0.39,86,640
18416,AC,1,0.78,12,32
2289,AC,0,0.99,18,72
4970,AC,1,0.86,7,738
8,AC/DC,0,0.91,51,430
12387,AC/DC,1,0.11,60,773
699,AC/DC,0,0.71,72,272
11672,AC,1,0.9,44,409
759,AC/DC,1,0.34,52,980
374,AC/DC,0,0.5,18,513
16115,AC/DC,1,0.31,31,198
17407,AC,1,0.94,30,9
651,AC/DC,0,0.92,79,433
385,AC/DC,0,0.11,61,180
14813,AC,1,0.95,19,404
765,AC/DC,0,0.51,49,492
6835,AC,1,0.89,1,530
7875,AC,1,0.11,70,964
775,AC/DC,0,0.66,100,256
10697,AC,1,0.66,18,595
11659,AC/DC,1,0.57,31,129
146,AC/DC,0,0.48,3,874
503,AC,0,0.48,29,750
521,AC/DC,0,0.41,91,547
759,AC/DC,0,0.5,88,838
337,AC/DC,1,0.57,99,716
501,AC/DC,0,0.44,56,158
761,AC/DC,0,0.92,4,172
12204,AC,1,0.15,9,767
8636,AC,1,0.34,53,279
10278,AC/DC,1,0.38,54,444
927,AC/DC,0,0.71,10,917
352,AC/DC,0,0.54,65,16
118,AC/DC,0,0.44,12,222
963,AC/DC,0,0.56,79,379
965,AC/DC,0,0.11,17,740
396,AC,0,0.09,89,58
130,AC/DC,0,0.6,50,470
14073,AC,1,0.5,97,237
16760,AC,1,0.34,85,151
659,AC/DC,0,0.2,84,10
424,AC/DC,0,0.51,42,406
879,AC/DC,0,0.72,46,629
526,AC/DC,0,0.29,84,169
365,AC/DC,0,0.57,93,488
514,AC/DC,0,0.18,55,296
32,AC/DC,0,0.9,91,620
201,AC/DC,0,0.83,84,733
5984,AC,0,0.26,89,460
16737,AC/DC,1,0.33,20,794
585,AC,1,0.93,58,582
921,AC/DC,0,0.92,92,676
758,AC/DC,0,0.49,27,147
4580,AC,1,0.77,46,397
986,AC/DC,0,0.61,8,4
816,AC,0,0.85,17,163
164,AC/DC,0,0.91,25,521
10331,AC,0,0.89,23,602
8034,AC,1,0.9,56,871
226,AC/DC,0,0.15,9,616
229,AC/DC,0,0.37,95,179
862,AC/DC,0,0.31,66,485
121,AC/DC,0,0.46,100,172
5786,AC,1,0.48,15,524
7004,AC/DC,1,0.32,66,322
583,AC/DC,1,0.86,12,771
105,AC/DC,0,0.76,58,904
936,AC/DC,1,0.23,97,691
961,AC/DC,0,0.82,33,757
774,AC/DC,0,0.86,44,60
1616,AC,1,0.25,99,566
702,AC/DC,0,0.91,98,770
75,AC/DC,0,0.44,39,117
267,AC/DC,0,0.04,39,360
359,AC/DC,0,0.81,70,774
167,AC/DC,0,0.57,36,288
682,AC/DC,1,0.89,59,582
618,AC/DC,1,0.03,66,748
331,AC/DC,0,0.41,15,530
18233,AC,1,0.66,63,108
299,AC/DC,0,0.0,33,135
18028,AC,0,0.04,21,525
19761,AC,1,0.7,32,599
9852,AC,1,0.92,80,591
184,AC/DC,0,0.62,9,922
8418,AC,1,0.87,85,465
13079,AC,1,0.27,25,147
888,AC/DC,0,0.57,38,493
18780,AC,1,0.29,10,722
5674,AC,1,0.63,47,647
4247,AC,1,0.65,90,703
16586,AC,1,0.92,77,204
112,AC/DC,0,0.33,55,372
463,AC/DC,0,0.32,62,227
33,AC/DC,0,0.12,11,938
19198,AC,1,0.93,87,241
2173,AC/DC,0,0.11,43,357
17702,AC,1,0.6,8,453
318,AC/DC,0,0.0,70,84
17442,AC,1,0.11,62,383
724,AC/DC,0,0.17,36,304
10140,AC,1,0.55,75,212
477,AC/DC,0,0.54,0,391
687,AC/DC,0,0.48,72,385
238,AC/DC,0,0.95,63,491
134,AC/DC,0,0.03,3,201
1623,AC,1,0.08,26,266
732,AC/DC,0,0.13,48,254
13526,AC,1,0.88,9,985
32,AC/DC,0,0.03,33,139
759,AC/DC,0,0.37,28,663
51,AC/DC,0,0.31,1,231
11954,AC,1,0.07,68,341
8268,AC,1,0.11,86,591
58,AC/DC,1,0.52,54,640
116,AC/DC,1,0.33,41,398
744,AC/DC,0,0.39,22,14
13582,AC,1,0.25,71,256
2648,AC,1,0.76,16,752
1680,AC,1,0.45,87,914
97,AC,1,0.25,71,749
530,AC/DC,0,0.89,27,368
2476,AC,1,0.86,44,399
312,AC/DC,0,0.99,90,851
6303,AC/DC,1,0.17,75,606
251,AC/DC,0,0.02,65,530
14235,AC,1,0.86,98,288
831,AC/DC,0,0.87,94,953
863,AC/DC,0,0.28,82,851
856,AC/DC,0,0.68,25,677
18702,AC,1,0.65,24,90
3908,AC,1,0.63,73,207
458,AC/DC,0,0.25,27,700
1,AC/DC,0,0.55,53,434
832,AC/DC,0,0.93,82,113
890,AC/DC,0,0.83,46,790
50,AC/DC,0,0.9,75,678
4561,AC,1,0.27,87,844
4685,AC,1,0.47,95,121
449,AC/DC,0,0.07,47,563
16152,AC,0,0.96,79,417
682,AC/DC,0,0.36,59,325
834,AC/DC,0,0.98,19,961
16299,AC,1,0.46,60,734
5205,AC,1,0.73,78,213
608,AC/DC,0,0.05,75,281
5723,AC,1,0.94,84,555
338,AC/DC,0,0.91,41,459
15729,AC,0,0.23,81,369
85,AC/DC,1,0.99,16,555
2397,AC,1,0.97,64,75
17513,AC,1,0.68,50,957
16125,AC,0,0.85,67,812
6019,AC,0,0.66,26,778
326,AC/DC,0,0.21,70,654
33,AC/DC,0,0.92,84,520
18259,AC/DC,1,0.12,11,165
80,AC/DC,0,0.48,45,251
511,AC,0,0.69,82,774
334,AC/DC,0,0.84,13,105
954,AC/DC,0,0.0,90,738
17582,AC,1,0.82,95,689
625,AC/DC,0,0.84,65,520
189,AC,0,0.45,44,425
245,AC/DC,1,0.37,67,19
43,AC/DC,0,0.77,70,24
849,AC,0,0.04,87,165
10821,AC,1,0.19,37,292
761,AC/DC,0,0.09,29,872
10776,AC/DC,1,0.84,94,801
834,AC/DC,0,0.41,32,967
17871,AC,1,0.8,77,624
939,AC/DC,0,0.69,13,633
620,AC/DC,0,0.34,13,55
6981,AC,1,0.4,24,893
9366,AC/DC,1,0.11,31,36
10549,AC,1,0.04,38,454
123,AC/DC,0,0.83,26,978
16455,AC,0,0.12,2,989
668,AC/DC,0,0.37,40,378
1534,AC,1,0.45,40,309
652,AC/DC,0,0.59,67,812
970,AC/DC,0,0.85,98,998
7273,AC,1,0.06,76,287
428,AC/DC,0,0.25,63,18
408,AC/DC,0,0.17,1,398
165,AC/DC,0,0.68,68,362
14838,AC,1,0.13,64,838
10457,AC,1,0.66,29,725
89,AC/DC,0,0.75,85,383
785,AC/DC,0,0.96,37,3
942,AC/DC,0,0.17,71,295
1668,AC,1,0.03,48,188
754,AC,0,0.77,33,191
396,AC/DC,0,0.72,26,10
12512,AC,0,0.95,61,96
475,AC/DC,0,0.54,54,165
816,AC,0,0.05,93,971
1338,AC,1,0.57,77,80
222,AC/DC,0,0.91,8,268
34,AC/DC,0,0.41,0,761
3451,AC,1,0.93,54,860
12779,AC,1,0.23,46,155
18,AC/DC,0,0.13,64,477
207,AC/DC,0,0.49,86,726
93,AC/DC,0,0.88,13,743
14332,AC,1,0.97,41,291
2397,AC/DC,1,0.11,90,889
8030,AC,1,0.9,21,591
414,AC/DC,0,0.46,63,766
15764,AC,1,0.25,100,631
19110,AC,1,0.78,28,169
630,AC/DC,0,0.43,83,428
493,AC/DC,0,0.65,96,483
759,AC/DC,0,0.32,13,134
157,AC/DC,0,0.03,44,307
19,AC/DC,0,0.28,10,402
482,AC/DC,0,0.42,88,967
18670,AC,1,0.58,42,987
232,AC/DC,0,0.26,78,639
665,AC/DC,0,0.99,1,547
11648,AC/DC,1,0.42,58,769
14123,AC,1,0.22,94,373
10379,AC,1,0.89,92,237
111,AC/DC,0,0.24,87,97
383,AC/DC,0,0.93,37,161
14016,AC,1,0.28,62,567
19354,AC,1,0.75,69,218
16305,AC,1,0.05,43,221
898,AC/DC,0,0.09,99,809
11169,AC,1,0.84,67,704
4871,AC,1,0.21,3,852
797,AC/DC,0,0.22,53,919
6,AC/DC,0,0.49,3,798
272,AC,0,0.74,30,557
3908,AC,1,0.91,79,492
3640,AC,1,0.81,58,109
14222,AC,1,0.69,27,268
654,AC/DC,0,0.96,97,91
19725,AC,1,0.76,86,422
7667,AC/DC,1,0.59,46,37
825,AC/DC,0,0.04,98,643
3316,AC,1,0.98,58,993
699,AC/DC,0,0.76,24,89
365,AC/DC,0,0.73,19,827
517,AC/DC,1,0.4,84,237
294,AC/DC,0,0.33,83,881
8687,AC/DC,1,0.34,67,900
14,AC,0,0.0,15,739
710,AC/DC,0,0.45,31,146
757,AC/DC,0,0.03,33,571
619,AC/DC,0,0.85,22,31
3743,AC/DC,1,0.07,28,653
244,AC,0,0.26,3,561
825,AC/DC,0,0.83,72,380
935,AC/DC,0,0.85,49,174
570,AC/DC,0,0.81,67,576
873,AC/DC,1,0.65,84,592
3654,AC,1,0.87,91,483
196,AC/DC,0,0.7,81,229
3467,AC,1,0.62,2,557
545,AC/DC,0,0.14,72,647
130,AC/DC,0,0.77,85,98
14372,AC,1,0.81,35,959
749,AC/DC,0,0.12,94,890
198,AC,0,0.88,82,396
731,AC/DC,0,0.04,75,697
924,AC/DC,0,0.96,16,769
704,AC/DC,0,0.4,49,21
845,AC/DC,0,0.82,24,212
12271,AC,1,0.14,77,615
797,AC/DC,0,0.55,65,222
35,AC/DC,0,0.59,1,985
190,AC/DC,0,0.1,81,856
392,AC/DC,0,0.94,63,412
213,AC/DC,0,0.27,36,951
218,AC/DC,0,0.47,54,35
15225,AC,1,0.89,28,572
9996,AC/DC,1,0.03,3,292
19689,AC,1,0.92,20,899
1,AC/DC,0,0.78,46,795
725,AC/DC,0,0.8,49,108
874,AC,0,0.14,33,769
273,AC/DC,0,0.54,61,448
4520,AC,1,0.37,27,24
187,AC/DC,0,0.45,27,826
792,AC/DC,0,0.85,49,491
502,AC/DC,0,0.74,41,453
500,AC/DC,0,0.87,81,492
104,AC/DC,0,0.15,85,909
15741,AC,0,0.36,21,677
428,AC/DC,0,0.06,7,74
793,AC/DC,0,0.13,96,983
12681,AC,1,0.2,74,634
870,AC/DC,0,0.48,63,831
315,AC/DC,0,0.66,4,953
132,AC,0,0.84,92,19
8562,AC,1,0.67,33,281
267,AC/DC,0,0.12,56,299
891,AC/DC,0,0.04,0,820
163,AC/DC,1,0.93,66,465
647,AC/DC,1,0.1,77,162
443,AC/DC,0,0.66,65,646
2816,AC,0,0.44,90,292
18208,AC,1,0.14,63,795
601,AC/DC,0,0.29,60,580
472,AC,0,0.45,23,556
555,AC/DC,0,0.14,44,317
17243,AC,1,0.23,25,258
256,AC,0,0.65,95,905
6448,AC,1,0.12,81,448
4165,AC/DC,1,0.81,67,674
645,AC/DC,0,0.51,77,164
15252,AC,1,0.84,4,962
736,AC/DC,0,0.4,49,641
908,AC/DC,0,0.03,68,616
780,AC/DC,0,0.71,15,643
9571,AC/DC,1,0.15,49,405
866,AC/DC,0,0.57,37,320
4245,AC,1,0.99,63,288
500,AC/DC,0,0.57,3,547
2480,AC,1,0.86,41,936
5512,AC,1,0.77,43,201
5889,AC,1,0.52,15,204
513,AC/DC,0,0.51,87,417
845,AC/DC,0,0.51,95,516
541,AC/DC,0,0.76,8,51
15332,AC,1,0.92,96,792
448,AC/DC,0,0.57,7,241
15767,AC,0,0.09,16,96
633,AC/DC,0,0.15,58,968
90,AC/DC,0,0.82,60,199
138,AC/DC,0,0.15,64,601
12537,AC,1,0.19,77,924
368,AC/DC,0,0.72,61,425
19269,AC,0,0.7,91,5
5482,AC,0,0.11,7,983
94,AC/DC,0,0.64,83,794
6140,AC,1,0.34,65,542
862,AC/DC,0,0.93,56,971
12035,AC,1,0.94,88,227
725,AC/DC,0,0.93,5,111
349,AC/DC,0,0.53,18,309
19503,AC,1,0.19,73,378
3043,AC,1,0.36,24,839
16632,AC,1,0.48,94,248
646,AC/DC,0,0.41,2,84
10553,AC,1,0.34,0,770
972,AC/DC,0,0.78,28,116
2551,AC,1,0.77,25,775
827,AC/DC,0,0.45,6,525
2921,AC,0,0.4,17,926
16130,AC/DC,0,0.32,83,64
912,AC/DC,0,0.5,63,209
261,AC/DC,1,0.79,16,226
682,AC/DC,0,0.09,48,214
9694,AC,1,0.69,15,953
323,AC,1,0.95,84,497
524,AC,0,0.09,100,427
3699,AC,1,0.08,58,252
746,AC/DC,1,0.93,74,974
2976,AC,1,0.32,52,564
891,AC/DC,0,0.85,27,649
753,AC/DC,0,0.18,38,54
830,AC/DC,1,0.85,27,326
11248,AC,1,0.58,63,865
5202,AC,1,0.09,45,809
18329,AC,0,0.92,80,839
609,AC/DC,0,0.73,95,730
11084,AC,1,0.18,1,718
995,AC,0,0.66,36,954
14618,AC,1,0.82,14,566
398,AC/DC,0,0.36,48,957
7487,AC,1,0.45,27,881
1992,AC,1,0.8,99,512
7024,AC,1,0.5,1,607
322,AC/DC,0,0.2,56,240
14553,AC,1,0.69,12,921
685,AC/DC,0,0.53,80,266
18340,AC,1,0.29,52,304
7610,AC,0,0.91,67,426
176,AC/DC,1,0.27,71,682
16576,AC,1,0.1,65,758
995,AC/DC,0,0.05,80,163
117,AC/DC,0,0.32,19,955
277,AC/DC,0,0.9,32,310
8087,AC,1,0.17,65,752
708,AC/DC,0,0.47,57,897
19002,AC,1,0.38,93,422
295,AC/DC,0,0.54,6,914
1,AC/DC,0,0.89,52,485
14099,AC/DC,1,0.96,16,727
406,AC/DC,0,0.84,26,772
13763,AC,1,0.3,34,56
9892,AC,1,0.0,16,93
501,AC/DC,0,0.34,15,450
232,AC/DC,0,0.29,73,730
936,AC/DC,0,0.63,29,80
18520,AC,0,0.44,68,240
13611,AC,1,0.1,17,23
354,AC/DC,0,0.47,58,677
762,AC/DC,0,0.48,34,760
699,AC/DC,0,0.23,1,777
924,AC/DC,0,1.0,26,307
14384,AC,1,0.54,6,325
225,AC,0,0.12,21,981
10180,AC,0,0.72,81,22
6248,AC,1,0.27,2,42
677,AC/DC,0,0.09,55,129
2937,AC,1,0.04,68,264
11848,AC,1,0.69,68,742
199,AC,0,0.37,93,121
358,AC,0,0.2,75,849
385,AC/DC,0,0.75,26,517
206,AC,0,0.99,7,266
18486,AC,1,0.49,22,103
11989,AC/DC,1,0.92,24,863
263,AC,0,0.57,92,302
12919,AC,1,0.06,65,712
14386,AC,1,0.77,27,43
567,AC/DC,1,0.59,43,762
57,AC/DC,0,0.54,65,405
468,AC/DC,0,0.33,81,764
8217,AC,1,0.4,89,748
8859,AC,1,0.46,13,655
855,AC/DC,0,0.5,26,62
155,AC/DC,0,0.03,100,447
336,AC/DC,0,0.22,5,929
691,AC/DC,0,0.66,38,398
126,AC/DC,0,0.74,35,66
8185,AC,1,0.31,27,37
1882,AC,1,0.86,3,891
11172,AC,1,0.26,62,593
13791,AC,1,0.21,20,362
760,AC/DC,0,0.44,81,828
253,AC/DC,0,0.86,15,191
3044,AC,1,0.62,13,528
19790,AC,1,0.34,48,585
489,AC/DC,0,0.46,10,457
803,AC/DC,1,0.78,95,809
3,AC/DC,0,0.92,4,327
340,AC/DC,0,0.0,80,122
798,AC/DC,0,0.71,95,511
570,AC/DC,0,0.21,46,39
3819,AC,1,0.47,78,928
19116,AC,1,0.22,75,861
680,AC/DC,0,0.42,92,742
1473,AC/DC,1,0.56,8,510
94,AC/DC,0,0.16,48,159
198,AC/DC,0,0.81,60,808
705,AC/DC,0,0.43,84,215
9039,AC,1,0.9,50,340
249,AC/DC,0,0.27,31,33
428,AC,0,0.74,0,123
6377,AC,1,0.37,13,795
389,AC/DC,0,0.13,35,61
1,AC/DC,0,0.61,44,986
191,AC,1,0.11,68,412
196,AC/DC,1,0.7,37,792
4985,AC,1,0.89,33,936
13273,AC,1,0.37,72,931
11475,AC,1,0.49,26,248
429,AC/DC,0,0.09,38,263
646,AC/DC,0,0.22,72,174
834,AC/DC,0,0.89,29,733
51,AC/DC,0,0.74,2,348
862,AC/DC,0,0.45,42,107
5507,AC,1,0.02,0,898
624,AC/DC,0,0.02,6,604
16958,AC/DC,1,0.76,56,65
670,AC,0,0.49,86,529
15530,AC,1,0.89,63,594
3200,AC,0,0.36,57,600
387,AC/DC,0,0.44,8,885
4623,AC/DC,1,0.27,70,384
5189,AC,1,0.11,90,447
5,AC/DC,0,0.77,74,416
11838,AC,1,0.63,49,270
85,AC/DC,0,0.33,34,996
